./Positives/10.jpg 1 8 9 87 78
./Positives/100.jpg 1 9 12 82 71
./Positives/101.jpg 1 7 25 83 67
./Positives/102.jpg 1 4 25 82 65
./Positives/103.jpg 1 7 11 88 79
./Positives/104.jpg 1 7 11 88 79
./Positives/105.jpg 1 4 5 85 85
./Positives/106.jpg 1 5 7 82 83
./Positives/107.jpg 1 2 34 34 17
./Positives/108.jpg 1 24 1 53 96
./Positives/109.jpg 1 6 8 76 91
./Positives/11.jpg 1 7 5 85 87
./Positives/110.jpg 1 6 5 84 83
./Positives/111.jpg 1 9 13 78 77
./Positives/112.jpg 1 13 8 68 79
./Positives/113.jpg 1 9 25 59 62
./Positives/114.jpg 1 18 31 59 50
./Positives/115.jpg 1 12 73 63 20
./Positives/116.jpg 1 3 24 89 66
./Positives/117.jpg 1 4 17 90 76
./Positives/118.jpg 1 7 15 83 71
./Positives/119.jpg 1 5 45 91 46
./Positives/12.jpg 1 19 3 69 79
./Positives/120.jpg 1 5 6 80 74
./Positives/121.jpg 1 9 10 83 80
./Positives/122.jpg 1 8 9 86 85
./Positives/123.jpg 1 5 7 87 87
./Positives/124.jpg 1 5 11 87 78
./Positives/125.jpg 1 4 6 91 87
./Positives/126.jpg 1 6 12 86 77
./Positives/127.jpg 1 3 17 69 59
./Positives/128.jpg 1 4 6 94 87
./Positives/129.jpg 1 2 9 86 78
./Positives/13.jpg 1 4 16 89 73
./Positives/130.jpg 1 10 8 73 78
./Positives/131.jpg 1 10 3 73 88
./Positives/132.jpg 1 6 21 85 73
./Positives/133.jpg 1 20 38 73 48
./Positives/134.jpg 1 5 1 94 93
./Positives/135.jpg 1 8 8 84 78
./Positives/136.jpg 1 10 24 78 66
./Positives/137.jpg 1 8 11 86 79
./Positives/138.jpg 1 7 11 74 74
./Positives/139.jpg 1 27 7 53 83
./Positives/14.jpg 1 9 21 86 71
./Positives/140.jpg 1 6 18 88 74
./Positives/141.jpg 1 9 3 78 89
./Positives/142.jpg 1 29 9 2 5
./Positives/143.jpg 1 5 4 85 92
./Positives/144.jpg 1 1 8 93 86
./Positives/145.jpg 1 5 10 87 82
./Positives/146.jpg 1 3 5 89 87
./Positives/147.jpg 1 3 5 89 87
./Positives/148.jpg 1 6 2 87 92
./Positives/149.jpg 1 8 5 84 90
./Positives/15.jpg 1 3 2 87 90
./Positives/150.jpg 1 7 5 84 89
./Positives/151.jpg 1 13 21 74 62
